,SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Sentiment,Total Amount
944,945,Facial Serum,Health & Beauty,2023-07-14,30.0,3.0,Latin America,CUST1036,Online Direct,REP001,0.05,20,Online Direct,In Stock,Pending Return,Missing accessories,Negative,Negative,90.0
945,946,Mystery Novel,Books & Media,2023-07-14,20.0,3.0,Latin America,CUST1102,Retail,REP010,0.05,15,Online Direct,In Stock,Pending Return,Missing accessories,Positive,Negative,60.0
946,947,Sweater Dress,Fashion,2023-06-09,70.0,4.0,Europe,CUST1065,Subscription,REP009,0.0,50,Retail,Out of Stock,Returned,Will return,Negative,Negative,280.0
947,948,Treadmill,Sports & Outdoors,2023-03-11,400.0,1.0,Latin America,CUST1020,Retail,REP004,0.05,300,Marketplace,In Stock,Pending Return,Top notch,Positive,Positive,400.0
948,949,Bluetooth Speaker,Electronics,2023-03-31,70.0,2.0,Asia Pacific,CUST1053,Wholesale,REP007,0.0,50,Marketplace,In Stock,No Return,Color not as shown,Positive,Negative,140.0
949,950,Bathrobe,Health & Beauty,2023-04-04,50.0,2.0,North America,CUST1014,Online Direct,REP006,0.0,40,Wholesale,In Stock,No Return,Item as described,Neutral,Positive,100.0
950,951,Science Fiction,Books & Media,2023-04-04,30.0,2.0,North America,CUST1103,Subscription,REP001,0.1,20,Wholesale,In Stock,No Return,Item as described,Positive,Positive,60.0
951,952,Denim Jacket,Fashion,2024-01-06,80.0,4.0,Middle East & Africa,CUST1062,Retail,REP002,0.05,60,Retail,In Stock,Pending Return,Won't buy again,Negative,Negative,320.0
952,953,Ski Boots,Sports & Outdoors,2023-07-28,130.0,1.0,Middle East & Africa,CUST1099,Wholesale,REP006,0.0,100,Marketplace,Low Stock,Returned,Mislabelled,Neutral,Negative,130.0
953,954,Power Bank,Electronics,2024-01-20,30.0,5.0,Middle East & Africa,CUST1081,Online Direct,REP009,0.0,20,Retail,Low Stock,Returned,Missing accessories,Neutral,Negative,150.0
954,955,Facial Moisturizer,Health & Beauty,2023-06-28,30.0,1.0,Middle East & Africa,CUST1017,Retail,REP009,0.05,25,Online Direct,In Stock,No Return,Arrived late,Positive,Negative,30.0
955,956,Fiction Novel,Books & Media,2023-06-28,20.0,1.0,Middle East & Africa,CUST1104,Wholesale,REP010,0.0,15,Online Direct,In Stock,No Return,Arrived late,Negative,Negative,20.0
956,957,Sweater Dress,Fashion,2023-05-28,70.0,3.0,Latin America,CUST1096,Online Direct,REP004,0.0,50,Retail,In Stock,Pending Return,Returning this item,Positive,Negative,210.0
957,958,Food Processor,Home Appliances,2024-03-31,120.0,2.0,Latin America,CUST1073,Subscription,REP007,0.0,100,Wholesale,Out of Stock,Pending Return,Perfect fit,Negative,Positive,240.0
958,959,Snowshoes,Sports & Outdoors,2023-07-01,90.0,5.0,Latin America,CUST1065,Retail,REP009,0.0,70,Wholesale,Out of Stock,No Return,Very fast service,Positive,Positive,450.0
959,960,Webcam,Electronics,2023-09-10,40.0,2.0,Latin America,CUST1090,Wholesale,REP010,0.0,30,Online Direct,Out of Stock,Returned,Item as described,Positive,Positive,80.0
960,961,Lip Gloss,Health & Beauty,2024-07-31,12.0,5.0,Middle East & Africa,CUST1012,Online Direct,REP008,0.0,10,Retail,Low Stock,Returned,Fantastic experience,Neutral,Positive,60.0
961,962,Romance Novel,Books & Media,2024-07-31,20.0,1.0,Middle East & Africa,CUST1105,Retail,REP006,0.0,15,Retail,Low Stock,Returned,Fantastic experience,Positive,Positive,20.0
962,963,Jumpsuit,Fashion,2023-01-08,70.0,5.0,Europe,CUST1055,Subscription,REP009,0.1,50,Retail,In Stock,Pending Return,Top notch,Negative,Positive,350.0
963,964,Throw Pillow,Home Décor,2023-01-11,25.0,2.0,Asia Pacific,CUST1073,Wholesale,REP004,0.0,20,Marketplace,In Stock,Pending Return,Missing accessories,Neutral,Negative,50.0
964,965,Baseball Glove,Sports & Outdoors,2023-06-16,30.0,5.0,North America,CUST1067,Online Direct,REP003,0.0,25,Marketplace,Out of Stock,Returned,Do not recommend,Neutral,Negative,150.0
965,966,Digital Camera,Electronics,2024-07-09,250.0,1.0,Asia Pacific,CUST1042,Retail,REP006,0.0,200,Online Direct,Out of Stock,Returned,Arrived late,Positive,Negative,250.0
966,967,Facial Serum,Health & Beauty,2024-06-12,30.0,5.0,Asia Pacific,CUST1099,Retail,REP007,0.05,20,Retail,In Stock,Returned,Will return,Negative,Negative,150.0
967,968,Mystery Novel,Books & Media,2024-06-12,20.0,1.0,Asia Pacific,CUST1106,Wholesale,REP002,0.05,15,Retail,In Stock,Returned,Will return,Positive,Negative,20.0
968,969,Sweater Dress,Fashion,2023-09-29,70.0,3.0,North America,CUST1089,Subscription,REP003,0.0,50,Wholesale,Out of Stock,Pending Return,Mislabelled,Negative,Negative,210.0
969,970,Treadmill,Sports & Outdoors,2023-03-27,400.0,4.0,Asia Pacific,CUST1033,Retail,REP009,0.05,300,Marketplace,Low Stock,Pending Return,Nice experience,Positive,Negative,1600.0
970,971,Bluetooth Speaker,Electronics,2024-07-26,70.0,2.0,Asia Pacific,CUST1044,Retail,REP009,0.0,50,Marketplace,Out of Stock,Returned,Fantastic experience,Positive,Positive,140.0
971,972,Bathrobe,Health & Beauty,2024-03-23,50.0,2.0,North America,CUST1068,Online Direct,REP006,0.0,40,Retail,In Stock,No Return,Won't buy again,Neutral,Negative,100.0
972,973,Science Fiction,Books & Media,2024-03-23,30.0,4.0,North America,CUST1107,Wholesale,REP008,0.1,20,Retail,In Stock,No Return,Won't buy again,Positive,Negative,120.0
973,974,Denim Jacket,Fashion,2023-03-12,80.0,3.0,Asia Pacific,CUST1071,Subscription,REP010,0.05,60,Wholesale,Low Stock,Pending Return,Very fast service,Negative,Positive,240.0
974,975,Ski Boots,Sports & Outdoors,2024-01-10,130.0,2.0,Middle East & Africa,CUST1063,Online Direct,REP002,0.0,100,Marketplace,In Stock,Pending Return,Great product,Neutral,Positive,260.0
975,976,Power Bank,Electronics,2023-12-31,30.0,1.0,Europe,CUST1048,Wholesale,REP006,0.0,20,Marketplace,In Stock,No Return,Will return,Neutral,Negative,30.0
976,977,Facial Moisturizer,Health & Beauty,2023-09-06,30.0,4.0,Europe,CUST1073,Retail,REP002,0.05,25,Wholesale,In Stock,Returned,Returning this item,Positive,Negative,120.0
977,978,Fiction Novel,Books & Media,2023-09-06,20.0,5.0,Europe,CUST1108,Online Direct,REP005,0.0,15,Wholesale,In Stock,Returned,Returning this item,Negative,Negative,100.0
978,979,Sweater Dress,Fashion,2023-11-09,70.0,4.0,Middle East & Africa,CUST1061,Retail,REP004,0.0,50,Wholesale,In Stock,Pending Return,Do not recommend,Positive,Negative,280.0
979,980,Food Processor,Home Appliances,2024-01-29,120.0,4.0,North America,CUST1022,Wholesale,REP009,0.0,100,Retail,Out of Stock,Returned,Color not as shown,Negative,Negative,480.0
980,981,Snowshoes,Sports & Outdoors,2023-03-15,90.0,4.0,Asia Pacific,CUST1005,Subscription,REP002,0.0,70,Marketplace,In Stock,No Return,Very satisfied,Positive,Positive,360.0
981,982,Webcam,Electronics,2023-07-12,40.0,3.0,Latin America,CUST1003,Online Direct,REP002,0.0,30,Marketplace,Out of Stock,Returned,Won't buy again,Positive,Negative,120.0
982,983,Lip Gloss,Health & Beauty,2024-06-14,12.0,1.0,Middle East & Africa,CUST1010,Retail,REP008,0.0,10,Online Direct,Low Stock,Returned,Top notch,Neutral,Positive,12.0
983,984,Romance Novel,Books & Media,2024-06-14,20.0,5.0,Middle East & Africa,CUST1109,Wholesale,REP007,0.0,15,Online Direct,Low Stock,Returned,Top notch,Positive,Positive,100.0
984,985,Jumpsuit,Fashion,2023-02-14,70.0,1.0,Latin America,CUST1094,Retail,REP006,0.1,50,Marketplace,Out of Stock,Returned,Nice experience,Negative,Negative,70.0
985,986,Throw Pillow,Home Décor,2023-04-23,25.0,5.0,North America,CUST1046,Online Direct,REP006,0.0,20,Wholesale,In Stock,No Return,Item as described,Neutral,Positive,125.0
986,987,Baseball Glove,Sports & Outdoors,2024-06-23,30.0,2.0,Asia Pacific,CUST1035,Retail,REP007,0.0,25,Online Direct,In Stock,Returned,Not worth the money,Neutral,Negative,60.0
987,988,Digital Camera,Electronics,2023-08-02,250.0,2.0,Europe,CUST1099,Subscription,REP008,0.0,200,Retail,Out of Stock,Pending Return,Returning this item,Positive,Negative,500.0
988,989,Facial Serum,Health & Beauty,2024-07-16,30.0,3.0,Middle East & Africa,CUST1049,Wholesale,REP001,0.05,20,Online Direct,Low Stock,Returned,Mislabelled,Negative,Negative,90.0
989,990,Mystery Novel,Books & Media,2024-07-16,20.0,5.0,Middle East & Africa,CUST1110,Online Direct,REP003,0.05,15,Online Direct,Low Stock,Returned,Mislabelled,Positive,Negative,100.0
990,991,Sweater Dress,Fashion,2023-02-26,70.0,2.0,Asia Pacific,CUST1075,Retail,REP007,0.0,50,Marketplace,Out of Stock,No Return,Great product,Negative,Positive,140.0
991,992,Treadmill,Sports & Outdoors,2024-03-16,400.0,3.0,Asia Pacific,CUST1009,Online Direct,REP006,0.05,300,Online Direct,In Stock,No Return,Excellent quality,Positive,Positive,1200.0
992,993,Bluetooth Speaker,Electronics,2024-04-13,70.0,5.0,Asia Pacific,CUST1099,Subscription,REP007,0.0,50,Online Direct,Low Stock,Pending Return,Top notch,Positive,Positive,350.0
993,994,Bathrobe,Health & Beauty,2023-02-13,50.0,3.0,Latin America,CUST1092,Retail,REP008,0.0,40,Online Direct,Out of Stock,Pending Return,Very fast service,Neutral,Positive,150.0
994,995,Science Fiction,Books & Media,2023-02-13,30.0,2.0,Latin America,CUST1111,Wholesale,REP005,0.1,20,Online Direct,Out of Stock,Pending Return,Very fast service,Positive,Positive,60.0
995,996,Denim Jacket,Fashion,2023-08-03,80.0,4.0,Latin America,CUST1055,Online Direct,REP008,0.05,60,Online Direct,Low Stock,Returned,Very satisfied,Negative,Positive,320.0
996,997,Ski Boots,Sports & Outdoors,2024-02-12,130.0,1.0,Middle East & Africa,CUST1029,Retail,REP009,0.0,100,Online Direct,Out of Stock,No Return,Could be better,Neutral,Negative,130.0
997,998,Power Bank,Electronics,2023-08-03,30.0,3.0,Middle East & Africa,CUST1082,Online Direct,REP003,0.0,20,Wholesale,Low Stock,Pending Return,Mislabelled,Neutral,Negative,90.0
998,999,Facial Moisturizer,Health & Beauty,2023-03-14,30.0,3.0,Europe,CUST1054,Wholesale,REP005,0.05,25,Online Direct,In Stock,Pending Return,Do not recommend,Positive,Negative,90.0
999,1000,Fiction Novel,Books & Media,2023-03-14,20.0,1.0,Europe,CUST1112,Subscription,REP001,0.0,15,Online Direct,In Stock,Pending Return,Do not recommend,Negative,Negative,20.0
1138,1139,Fiction Novel,Books & Media,2024-06-29,20.0,1.0,Middle East & Africa,CUST1070,Wholesale,REP008,0.1,15,Marketplace,Low Stock,No Return,Exceeds expectations,Negative,Positive,20.0
1139,1140,Sweater Dress,Fashion,2024-03-28,70.0,5.0,Middle East & Africa,CUST1027,Online Direct,REP006,0.0,15,Marketplace,Low Stock,Pending Return,Damaged on arrival,Neutral,Negative,350.0
1140,1141,Food Processor,Home Appliances,2023-12-29,120.0,2.0,Latin America,CUST1053,Retail,REP006,0.1,15,Online Direct,Low Stock,Returned,Good value for money,Neutral,Positive,240.0
1141,1142,Snowshoes,Sports & Outdoors,2023-12-29,90.0,3.0,Latin America,CUST1095,Wholesale,REP011,0.1,20,Retail,Out of Stock,Returned,Will shop again,Positive,Positive,270.0
1142,1143,Webcam,Electronics,2023-03-05,40.0,5.0,North America,CUST1006,Online Direct,REP012,0.0,15,Wholesale,Out of Stock,Pending Return,Delays in delivery,Negative,Negative,200.0
1143,1144,Lip Gloss,Health & Beauty,2023-08-13,12.0,3.0,Middle East & Africa,CUST1075,Subscription,REP013,0.0,15,Online Direct,In Stock,Pending Return,Not as described,Positive,Negative,36.0
1144,1145,Romance Novel,Books & Media,2024-06-01,20.0,3.0,Latin America,CUST1003,Retail,REP014,0.05,15,Marketplace,In Stock,Returned,Perfect fit,Negative,Positive,60.0
1145,1146,Jumpsuit,Fashion,2023-12-03,70.0,1.0,Middle East & Africa,CUST1042,Online Direct,REP015,0.1,20,Online Direct,Out of Stock,No Return,Color not as shown,Positive,Negative,70.0
1146,1147,Throw Pillow,Home Décor,2024-04-19,25.0,3.0,Asia Pacific,CUST1051,Wholesale,REP016,0.0,15,Retail,In Stock,Returned,Missing accessories,Positive,Negative,75.0
1147,1148,Baseball Glove,Sports & Outdoors,2024-04-19,30.0,4.0,Asia Pacific,CUST1040,Retail,REP017,0.0,15,Wholesale,Out of Stock,Returned,Item as described,Neutral,Positive,120.0
1148,1149,Digital Camera,Electronics,2023-07-14,250.0,3.0,Europe,CUST1095,Online Direct,REP018,0.05,15,Online Direct,Low Stock,Pending Return,Arrived late,Positive,Negative,750.0
1149,1150,Facial Serum,Health & Beauty,2024-07-28,30.0,3.0,Europe,CUST1061,Retail,REP019,0.1,20,Retail,Out of Stock,No Return,Fantastic experience,Negative,Positive,90.0
1150,1151,Mystery Novel,Books & Media,2023-03-13,20.0,1.0,North America,CUST1023,Wholesale,REP020,0.0,15,Online Direct,Low Stock,Returned,Will return,Neutral,Negative,20.0
1151,1152,Sweater Dress,Fashion,2023-04-06,70.0,2.0,Europe,CUST1080,Online Direct,REP011,0.0,15,Wholesale,Low Stock,No Return,Won't buy again,Neutral,Negative,140.0
1152,1153,Treadmill,Sports & Outdoors,2023-04-06,400.0,2.0,Europe,CUST1078,Retail,REP012,0.05,15,Wholesale,Out of Stock,No Return,Very fast service,Positive,Positive,800.0
1153,1154,Bluetooth Speaker,Electronics,2023-08-22,70.0,3.0,North America,CUST1080,Wholesale,REP013,0.1,20,Retail,Low Stock,Pending Return,Do not recommend,Negative,Negative,210.0
1154,1155,Bathrobe,Health & Beauty,2023-08-31,50.0,4.0,North America,CUST1092,Retail,REP014,0.0,15,Retail,Low Stock,Returned,Nice experience,Positive,Negative,200.0
1155,1156,Science Fiction,Books & Media,2024-07-24,30.0,3.0,Europe,CUST1072,Wholesale,REP015,0.0,15,Marketplace,Low Stock,Returned,Great product,Negative,Positive,90.0
1156,1157,Denim Jacket,Fashion,2023-10-01,80.0,4.0,Middle East & Africa,CUST1029,Online Direct,REP016,0.05,15,Marketplace,In Stock,No Return,Very satisfied,Positive,Positive,320.0
1157,1158,Ski Boots,Sports & Outdoors,2023-10-01,130.0,2.0,Latin America,CUST1008,Retail,REP017,0.1,20,Online Direct,Low Stock,Returned,Not worth the money,Positive,Negative,260.0
1158,1159,Power Bank,Electronics,2023-09-08,30.0,5.0,Latin America,CUST1020,Wholesale,REP018,0.0,15,Wholesale,In Stock,No Return,Excellent quality,Neutral,Positive,150.0
1159,1160,Facial Moisturizer,Health & Beauty,2023-11-19,30.0,5.0,Latin America,CUST1009,Online Direct,REP019,0.0,15,Marketplace,Low Stock,No Return,Could be better,Positive,Negative,150.0
1160,1161,Fiction Novel,Books & Media,2023-10-21,20.0,1.0,Asia Pacific,CUST1059,Retail,REP020,0.1,15,Marketplace,Out of Stock,Pending Return,Fast delivery,Negative,Positive,20.0
1161,1162,Sweater Dress,Fashion,2023-04-16,70.0,5.0,North America,CUST1080,Wholesale,REP017,0.0,15,Retail,Low Stock,Pending Return,Terrible support,Neutral,Negative,350.0
1162,1163,Food Processor,Home Appliances,2023-02-22,120.0,5.0,Middle East & Africa,CUST1017,Online Direct,REP018,0.1,15,Online Direct,Out of Stock,Returned,I love it,Neutral,Positive,600.0
1163,1164,Snowshoes,Sports & Outdoors,2023-02-22,90.0,1.0,Latin America,CUST1081,Retail,REP019,0.1,20,Retail,Out of Stock,Returned,Would buy again,Positive,Positive,90.0
1164,1165,Webcam,Electronics,2024-08-29,40.0,4.0,Middle East & Africa,CUST1070,Wholesale,REP020,0.0,15,Marketplace,In Stock,Pending Return,Not recommended,Negative,Negative,160.0
1165,1166,Lip Gloss,Health & Beauty,2023-10-28,12.0,5.0,Latin America,CUST1079,Retail,REP011,0.0,15,Retail,Low Stock,No Return,Too expensive,Positive,Negative,60.0
1166,1167,Romance Novel,Books & Media,2023-02-05,20.0,2.0,Middle East & Africa,CUST1002,Online Direct,REP012,0.05,15,Online Direct,Out of Stock,Pending Return,Quick shipping,Negative,Positive,40.0
1167,1168,Jumpsuit,Fashion,2024-06-15,70.0,2.0,Middle East & Africa,CUST1069,Retail,REP017,0.1,20,Wholesale,Out of Stock,No Return,Satisfied with my purchase,Positive,Positive,140.0
1168,1169,Throw Pillow,Home Décor,2024-05-02,25.0,1.0,Middle East & Africa,CUST1096,Wholesale,REP018,0.0,15,Retail,In Stock,Returned,Poor packaging,Positive,Negative,25.0
1169,1170,Baseball Glove,Sports & Outdoors,2024-05-02,30.0,2.0,Middle East & Africa,CUST1050,Online Direct,REP019,0.0,15,Marketplace,In Stock,Pending Return,Exceeds expectations,Neutral,Positive,60.0
1170,1171,Digital Camera,Electronics,2024-08-22,250.0,1.0,Latin America,CUST1046,Retail,REP020,0.05,15,Retail,Out of Stock,No Return,Damaged on arrival,Positive,Negative,250.0
1171,1172,Facial Serum,Health & Beauty,2023-08-02,30.0,2.0,Latin America,CUST1059,Wholesale,REP011,0.1,20,Online Direct,Low Stock,No Return,Good value for money,Negative,Positive,60.0
1172,1173,Mystery Novel,Books & Media,2023-08-11,20.0,2.0,North America,CUST1061,Online Direct,REP012,0.0,15,Retail,In Stock,Returned,Will shop again,Neutral,Positive,40.0
1173,1174,Sweater Dress,Fashion,2024-03-17,70.0,4.0,Middle East & Africa,CUST1094,Retail,REP017,0.0,15,Wholesale,Low Stock,Returned,Delays in delivery,Neutral,Negative,280.0
1174,1175,Treadmill,Sports & Outdoors,2024-03-17,400.0,2.0,Latin America,CUST1085,Wholesale,REP018,0.05,15,Online Direct,Low Stock,Pending Return,Not as described,Positive,Negative,800.0
1175,1176,Bluetooth Speaker,Electronics,2024-02-18,70.0,4.0,Middle East & Africa,CUST1099,Online Direct,REP019,0.1,20,Wholesale,In Stock,Pending Return,Perfect fit,Negative,Positive,280.0
1176,1177,Bathrobe,Health & Beauty,2024-04-05,50.0,5.0,Asia Pacific,CUST1021,Retail,REP020,0.0,15,Online Direct,Out of Stock,Returned,Color not as shown,Positive,Negative,250.0
1177,1178,Science Fiction,Books & Media,2023-05-08,30.0,5.0,Asia Pacific,CUST1051,Wholesale,REP011,0.0,15,Retail,Out of Stock,Returned,Quick shipping,Negative,Positive,150.0
1178,1179,Denim Jacket,Fashion,2024-06-30,80.0,3.0,Europe,CUST1027,Online Direct,REP012,0.05,15,Wholesale,Out of Stock,Pending Return,Satisfied with my purchase,Positive,Positive,240.0
1179,1180,Ski Boots,Sports & Outdoors,2024-06-30,130.0,3.0,Europe,CUST1082,Retail,REP017,0.1,20,Marketplace,In Stock,Pending Return,Poor packaging,Positive,Negative,390.0
1180,1181,Power Bank,Electronics,2023-04-02,30.0,5.0,North America,CUST1010,Wholesale,REP017,0.0,15,Wholesale,Low Stock,No Return,Exceeds expectations,Neutral,Positive,150.0
1181,1182,Facial Moisturizer,Health & Beauty,2024-02-17,30.0,3.0,Europe,CUST1032,Online Direct,REP018,0.0,15,Marketplace,In Stock,Returned,Damaged on arrival,Positive,Negative,90.0
1182,1183,Fiction Novel,Books & Media,2024-02-12,20.0,5.0,Europe,CUST1068,Retail,REP019,0.1,15,Marketplace,Low Stock,Returned,Good value for money,Negative,Positive,100.0
1183,1184,Sweater Dress,Fashion,2024-01-14,70.0,1.0,North America,CUST1029,Wholesale,REP020,0.0,15,Marketplace,Low Stock,No Return,Will shop again,Neutral,Positive,70.0
1184,1185,Food Processor,Home Appliances,2024-08-26,120.0,4.0,North America,CUST1070,Online Direct,REP011,0.1,15,Marketplace,In Stock,No Return,Delays in delivery,Neutral,Negative,480.0
1185,1186,Snowshoes,Sports & Outdoors,2024-08-26,90.0,1.0,Europe,CUST1027,Retail,REP012,0.1,20,Online Direct,Out of Stock,Pending Return,Not as described,Positive,Negative,90.0
1186,1187,Webcam,Electronics,2023-05-06,40.0,1.0,Middle East & Africa,CUST1053,Wholesale,REP017,0.0,15,Retail,In Stock,Pending Return,Perfect fit,Negative,Positive,40.0
1187,1188,Lip Gloss,Health & Beauty,2023-02-01,12.0,4.0,Latin America,CUST1095,Online Direct,REP018,0.0,15,Retail,Out of Stock,No Return,Color not as shown,Positive,Negative,48.0
1188,1189,Romance Novel,Books & Media,2023-03-29,20.0,3.0,Latin America,CUST1006,Retail,REP019,0.05,15,Online Direct,Low Stock,Returned,Missing accessories,Negative,Negative,60.0
1189,1190,Jumpsuit,Fashion,2024-06-11,70.0,4.0,Latin America,CUST1075,Wholesale,REP020,0.1,20,Marketplace,In Stock,No Return,Not worth the money,Positive,Negative,280.0
1190,1191,Throw Pillow,Home Décor,2024-08-03,25.0,2.0,Asia Pacific,CUST1003,Online Direct,REP011,0.0,15,Online Direct,In Stock,Returned,Excellent quality,Positive,Positive,50.0
1191,1192,Baseball Glove,Sports & Outdoors,2024-08-03,30.0,2.0,North America,CUST1042,Retail,REP012,0.0,15,Marketplace,Out of Stock,Returned,Could be better,Neutral,Negative,60.0
1192,1193,Digital Camera,Electronics,2024-06-23,250.0,1.0,Middle East & Africa,CUST1051,Wholesale,REP017,0.05,15,Wholesale,Low Stock,Pending Return,Fast delivery,Positive,Positive,250.0
1193,1194,Facial Serum,Health & Beauty,2024-06-08,30.0,5.0,Latin America,CUST1040,Online Direct,REP018,0.1,20,Marketplace,Low Stock,Returned,Terrible support,Negative,Negative,150.0
1194,1195,Mystery Novel,Books & Media,2024-07-21,20.0,4.0,Middle East & Africa,CUST1095,Retail,REP019,0.0,15,Online Direct,Low Stock,Returned,I love it,Neutral,Positive,80.0
1195,1196,Sweater Dress,Fashion,2024-01-13,70.0,3.0,Latin America,CUST1061,Wholesale,REP020,0.0,15,Wholesale,Low Stock,No Return,Would buy again,Neutral,Positive,210.0
1196,1197,Treadmill,Sports & Outdoors,2024-01-13,400.0,5.0,Middle East & Africa,CUST1023,Online Direct,REP011,0.05,15,Wholesale,In Stock,No Return,Not recommended,Positive,Negative,2000.0
1197,1198,Bluetooth Speaker,Electronics,2023-06-13,70.0,4.0,Middle East & Africa,CUST1080,Retail,REP012,0.1,20,Retail,Low Stock,No Return,Too expensive,Negative,Negative,280.0
1198,1199,Bathrobe,Health & Beauty,2024-06-03,50.0,4.0,Middle East & Africa,CUST1078,Wholesale,REP017,0.0,15,Wholesale,Low Stock,Returned,Quick shipping,Positive,Positive,200.0
1199,1200,Science Fiction,Books & Media,2023-02-09,30.0,2.0,Middle East & Africa,CUST1080,Retail,REP017,0.0,15,Marketplace,Low Stock,No Return,Satisfied with my purchase,Negative,Positive,60.0
1200,1201,Denim Jacket,Fashion,2023-07-27,80.0,4.0,Latin America,CUST1092,Online Direct,REP018,0.05,15,Retail,Out of Stock,Pending Return,Poor packaging,Positive,Negative,320.0
1201,1202,Ski Boots,Sports & Outdoors,2023-07-27,130.0,2.0,Latin America,CUST1072,Retail,REP019,0.1,20,Marketplace,Low Stock,No Return,Exceeds expectations,Positive,Positive,260.0
1202,1203,Power Bank,Electronics,2023-03-23,30.0,4.0,North America,CUST1029,Wholesale,REP020,0.0,15,Marketplace,Low Stock,Pending Return,Damaged on arrival,Neutral,Negative,120.0
1203,1204,Facial Moisturizer,Health & Beauty,2023-07-17,30.0,3.0,Middle East & Africa,CUST1008,Online Direct,REP011,0.0,15,Online Direct,Low Stock,Returned,Good value for money,Positive,Positive,90.0
1204,1205,Fiction Novel,Books & Media,2024-02-06,20.0,5.0,Latin America,CUST1020,Retail,REP012,0.1,20,Retail,Out of Stock,Returned,Will shop again,Negative,Positive,100.0
1205,1206,Sweater Dress,Fashion,2023-05-07,70.0,5.0,Middle East & Africa,CUST1009,Wholesale,REP017,0.0,15,Wholesale,Out of Stock,Pending Return,Delays in delivery,Neutral,Negative,350.0
1206,1207,Food Processor,Home Appliances,2023-12-08,120.0,3.0,Asia Pacific,CUST1059,Online Direct,REP018,0.0,15,Online Direct,In Stock,Pending Return,Not as described,Neutral,Negative,360.0
1207,1208,Snowshoes,Sports & Outdoors,2023-12-08,90.0,2.0,Asia Pacific,CUST1080,Retail,REP019,0.05,15,Marketplace,In Stock,Returned,Perfect fit,Positive,Positive,180.0
1208,1209,Webcam,Electronics,2023-10-21,40.0,3.0,Europe,CUST1017,Wholesale,REP020,0.1,20,Online Direct,Out of Stock,No Return,Color not as shown,Negative,Negative,120.0
1209,1210,Lip Gloss,Health & Beauty,2024-03-11,12.0,1.0,Europe,CUST1081,Online Direct,REP011,0.0,15,Retail,In Stock,Returned,Missing accessories,Positive,Negative,12.0
1210,1211,Romance Novel,Books & Media,2023-01-28,20.0,2.0,North America,CUST1070,Retail,REP012,0.0,15,Wholesale,Out of Stock,Returned,Item as described,Negative,Positive,40.0
1211,1212,Jumpsuit,Fashion,2023-09-29,70.0,2.0,Europe,CUST1079,Wholesale,REP017,0.05,15,Online Direct,Low Stock,Pending Return,Arrived late,Positive,Negative,140.0
1212,1213,Throw Pillow,Home Décor,2023-06-21,25.0,1.0,Europe,CUST1002,Online Direct,REP018,0.1,20,Retail,Out of Stock,No Return,Fantastic experience,Positive,Positive,25.0
1213,1214,Baseball Glove,Sports & Outdoors,2023-03-29,30.0,3.0,North America,CUST1069,Retail,REP019,0.0,15,Online Direct,Low Stock,Returned,Will return,Neutral,Negative,90.0
1214,1215,Digital Camera,Electronics,2024-06-11,250.0,1.0,North America,CUST1096,Wholesale,REP020,0.0,15,Wholesale,Low Stock,No Return,Won't buy again,Positive,Negative,250.0
1215,1216,Facial Serum,Health & Beauty,2024-08-03,30.0,5.0,Europe,CUST1050,Online Direct,REP011,0.05,15,Wholesale,Out of Stock,No Return,Very fast service,Negative,Positive,150.0
1216,1217,Mystery Novel,Books & Media,2024-08-03,20.0,5.0,Middle East & Africa,CUST1046,Retail,REP012,0.1,20,Retail,Low Stock,Pending Return,Do not recommend,Neutral,Negative,100.0
1217,1218,Sweater Dress,Fashion,2024-06-23,70.0,1.0,Latin America,CUST1059,Wholesale,REP017,0.0,15,Retail,Low Stock,Returned,Nice experience,Neutral,Negative,70.0
1218,1219,Treadmill,Sports & Outdoors,2024-06-08,400.0,5.0,Latin America,CUST1061,Online Direct,REP017,0.0,15,Marketplace,Low Stock,Returned,Great product,Positive,Positive,2000.0
1219,1220,Bluetooth Speaker,Electronics,2024-07-21,70.0,1.0,Latin America,CUST1094,Retail,REP018,0.1,15,Marketplace,In Stock,No Return,Very satisfied,Negative,Positive,70.0
1220,1221,Bathrobe,Health & Beauty,2024-01-13,50.0,4.0,Asia Pacific,CUST1085,Wholesale,REP019,0.0,15,Online Direct,Low Stock,Returned,Not worth the money,Positive,Negative,200.0
1221,1222,Science Fiction,Books & Media,2024-01-13,30.0,4.0,North America,CUST1099,Online Direct,REP020,0.1,15,Wholesale,In Stock,No Return,Excellent quality,Negative,Positive,120.0
1222,1223,Denim Jacket,Fashion,2023-06-13,80.0,3.0,Middle East & Africa,CUST1021,Retail,REP011,0.1,20,Marketplace,Low Stock,No Return,Could be better,Positive,Negative,240.0
1223,1224,Ski Boots,Sports & Outdoors,2024-06-03,130.0,3.0,Latin America,CUST1051,Wholesale,REP012,0.0,15,Marketplace,Out of Stock,Pending Return,Fast delivery,Positive,Positive,390.0
1224,1225,Power Bank,Electronics,2023-02-09,30.0,4.0,Middle East & Africa,CUST1027,Online Direct,REP017,0.0,15,Retail,Low Stock,Pending Return,Terrible support,Neutral,Negative,120.0
